28300000,LoadLibrary,lpFileName=UxTheme.dll,Return=5ad70000
28392000,CreateFile,hName=C:\Documents,and,Settings\All,Users\Desktop\malware.exe,desiredAccess=GENERIC_READ,creationDisposition=OPEN_EXISTING,Return=e8
30651000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\ProgramFilesDir,Return=0
30672000,RegQueryValue,hKey=HKEY_CLASSES_ROOT\Shell.Explorer\CLSID,Return=0
30675000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\COM3\REGDBVersion,Return=0
30678000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\COM3\REGDBVersion,Return=0
30687000,RegQueryValue,hKey=72\CLSID\{8856F961-340A-11D0-A96B-00C04FD705A2}\InprocServer32\InprocServer32,Return=2
30693000,RegQueryValue,hKey=72\CLSID\{8856F961-340A-11D0-A96B-00C04FD705A2}\InprocServer32,Return=0
30703000,RegQueryValue,hKey=72\CLSID\{8856F961-340A-11D0-A96B-00C04FD705A2}\AppID,Return=2
30711000,RegQueryValue,hKey=72\CLSID\{8856F961-340A-11D0-A96B-00C04FD705A2}\InprocServer32\ThreadingModel,Return=0
30927000,LoadLibrary,lpFileName=advapi32.dll,Return=77dd0000
31003000,LoadLibrary,lpFileName=kernel32.dll,Return=7c800000
31050000,LoadLibrary,lpFileName=advapi32.dll,Return=77dd0000
31287000,LoadLibrary,lpFileName=comctl32.dll,Return=773d0000
31300000,RegCreateKey,hKey=HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet,Settings,Return=0
31309000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LDAP\LdapClientIntegrity,Return=0
31313000,LoadLibrary,lpFileName=Comctl32.dll,Return=773d0000
31322000,LoadLibrary,lpFileName=RichEd20.dll,Return=74e30000
31367000,LoadLibrary,lpFileName=Comctl32.dll,Return=773d0000
31403000,LoadLibrary,lpFileName=comctl32.dll,Return=773d0000
31421000,RegQueryValue,hKey=HKEY_CLASSES_ROOT\Interface\{EAB22AC1-30C1-11CF-A7EB-0000C05BAE0B}\Typelib,Return=0
31425000,RegQueryValue,hKey=HKEY_CLASSES_ROOT\Interface\{b722bccb-4e68-101b-a2bc-00aa00404770}\ProxyStubClsid32,Return=0
31429000,RegQueryValue,hKey=HKEY_CLASSES_ROOT\Interface\{79eac9c4-baf9-11ce-8c82-00aa004ba90b}\ProxyStubClsid32,Return=0
31433000,RegQueryValue,hKey=HKEY_CLASSES_ROOT\Interface\{000214E6-0000-0000-C000-000000000046}\ProxyStubClsid32,Return=0
31437000,RegQueryValue,hKey=HKEY_CLASSES_ROOT\Interface\{93F2F68C-1D1B-11D3-A30E-00C04F79ABD1}\ProxyStubClsid32,Return=0
31445000,RegCreateKey,hKey=HKEY_CURRENT_USER\SOFTWARE\Microsoft\Internet,Explorer\Security\P3Global,Return=0
31445000,RegCreateKey,hKey=HKEY_CURRENT_USER\SOFTWARE\Microsoft\Internet,Explorer\Security\P3Sites,Return=0
31445000,RegQueryValue,hKey=120\Enabled,Return=0
31454000,LoadLibrary,lpFileName=SHELL32.dll,Return=7c9c0000
31459000,LoadLibrary,lpFileName=ole32.dll,Return=774e0000
31466000,LoadLibrary,lpFileName=SHELL32.DLL,Return=7c9c0000
31468000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Internet,Explorer\IntegratedBrowser,Return=0
31468000,LoadLibrary,lpFileName=WININET.dll,Return=771b0000
31514000,RegQueryValue,hKey=f8\FromCacheTimeout,Return=2
31514000,RegQueryValue,hKey=f8\SecureProtocols,Return=2
31514000,RegQueryValue,hKey=f8\CertificateRevocation,Return=2
31515000,RegQueryValue,hKey=f8\DisableKeepAlive,Return=2
31515000,RegQueryValue,hKey=f8\DisablePassport,Return=2
31515000,RegQueryValue,hKey=f8\CacheMode,Return=2
31518000,RegQueryValue,hKey=HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet,Settings\EnableHttp1_1,Return=0
31520000,RegQueryValue,hKey=HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet,Settings\ProxyHttp1.1,Return=2
31520000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet,Settings\ProxyHttp1.1,Return=2
31521000,RegQueryValue,hKey=f8\EnableNegotiate,Return=0
31521000,RegQueryValue,hKey=f8\DisableBasicOverClearChannel,Return=2
31522000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Internet,Explorer\Main\FeatureControl\Feature_ClientAuthCertFilter,Return=2
31523000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Internet,Explorer\Main\FeatureControl\Feature_ClientAuthCertFilter,Return=2
31523000,LoadLibrary,lpFileName=Secur32.dll,Return=77fe0000
31527000,RegQueryValue,hKey=f8\SyncMode5,Return=2
31527000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\Cache\FixupKey,Return=2
31528000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\SessionStartTimeDefaultDeltaSecs,Return=2
31532000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\System\Setup\SystemSetupInProgress,Return=0
31533000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Signature,Return=0
31534000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\User,Shell,Folders\Cache,Return=0
31535000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\User,Shell,Folders\Cookies,Return=0
31535000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\User,Shell,Folders\History,Return=0
31536000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Content\PerUserItem,Return=2
31536000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Content\PerUserItem,Return=0
31537000,LoadLibrary,lpFileName=shell32.dll,Return=7c9c0000
31542000,RegCreateKey,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\User,Shell,Folders,Return=0
31543000,RegQueryValue,hKey=14c\Cache,Return=0
31549000,RegCreateKey,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell,Folders,Return=0
31549000,RegSetValue,hKey=14c\Cache,type=REG_SZ,data=C:\Documents,and,Settings\ants\Local,Settings\Temporary,Internet,Files,Return=0
31554000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Content\CachePrefix,Return=0
31555000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Content\CacheLimit,Return=0
31558000,RegSetValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\Cache\Paths\Directory,type=REG_SZ,data=C:\Documents,and,Settings\ants\Local,Settings\Temporary,Internet,Files\Content.IE5,Return=0
31558000,RegSetValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\Cache\Paths\Paths,type=REG_DWORD,data=4,Return=0
31559000,RegSetValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\Cache\Paths\Path1\CachePath,type=REG_SZ,data=C:\Documents,and,Settings\ants\Local,Settings\Temporary,Internet,Files\Content.IE5\Cache1,Return=0
31559000,RegSetValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\Cache\Paths\Path2\CachePath,type=REG_SZ,data=C:\Documents,and,Settings\ants\Local,Settings\Temporary,Internet,Files\Content.IE5\Cache2,Return=0
31560000,RegSetValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\Cache\Paths\Path3\CachePath,type=REG_SZ,data=C:\Documents,and,Settings\ants\Local,Settings\Temporary,Internet,Files\Content.IE5\Cache3,Return=0
31560000,RegSetValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\Cache\Paths\Path4\CachePath,type=REG_SZ,data=C:\Documents,and,Settings\ants\Local,Settings\Temporary,Internet,Files\Content.IE5\Cache4,Return=0
31561000,RegSetValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\Cache\Paths\Path1\CacheLimit,type=REG_DWORD,data=81830,Return=0
31561000,RegSetValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\Cache\Paths\Path2\CacheLimit,type=REG_DWORD,data=81830,Return=0
31561000,RegSetValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\Cache\Paths\Path3\CacheLimit,type=REG_DWORD,data=81830,Return=0
31561000,RegSetValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\Cache\Paths\Path4\CacheLimit,type=REG_DWORD,data=81830,Return=0
31562000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Cookies\PerUserItem,Return=2
31563000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Cookies\PerUserItem,Return=0
31564000,RegCreateKey,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\User,Shell,Folders,Return=0
31564000,RegQueryValue,hKey=14c\Cookies,Return=0
31566000,RegCreateKey,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell,Folders,Return=0
31566000,RegSetValue,hKey=14c\Cookies,type=REG_SZ,data=C:\Documents,and,Settings\ants\Cookies,Return=0
31568000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Cookies\CachePrefix,Return=0
31568000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Cookies\CacheLimit,Return=0
31569000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\History\PerUserItem,Return=2
31570000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\History\PerUserItem,Return=0
31571000,RegCreateKey,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\User,Shell,Folders,Return=0
31571000,RegQueryValue,hKey=14c\History,Return=0
31574000,RegCreateKey,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell,Folders,Return=0
31574000,RegSetValue,hKey=14c\History,type=REG_SZ,data=C:\Documents,and,Settings\ants\Local,Settings\History,Return=0
31580000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\History\CachePrefix,Return=0
31580000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\History\CacheLimit,Return=0
31594000,CreateFile,hName=C:\Documents,and,Settings\ants\Local,Settings\Temporary,Internet,Files\Content.IE5\index.dat,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_ALWAYS,Return=138
31594000,CreateFile,hName=C:\Documents,and,Settings\ants\Local,Settings\Temporary,Internet,Files\Content.IE5\index.dat,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_ALWAYS,Return=138
31596000,CreateFile,hName=C:\Documents,and,Settings\ants\Local,Settings\Temporary,Internet,Files\Content.IE5\index.dat,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_ALWAYS,Return=138
31596000,CreateFile,hName=C:\Documents,and,Settings\ants\Local,Settings\Temporary,Internet,Files\Content.IE5\index.dat,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_ALWAYS,Return=138
31992000,CreateFile,hName=C:\Documents,and,Settings\ants\Cookies\index.dat,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_ALWAYS,Return=14c
31992000,CreateFile,hName=C:\Documents,and,Settings\ants\Cookies\index.dat,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_ALWAYS,Return=14c
31994000,CreateFile,hName=C:\Documents,and,Settings\ants\Cookies\index.dat,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_ALWAYS,Return=14c
31993000,CreateFile,hName=C:\Documents,and,Settings\ants\Cookies\index.dat,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_ALWAYS,Return=14c
32380000,CreateFile,hName=C:\Documents,and,Settings\ants\Local,Settings\History\History.IE5\index.dat,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_ALWAYS,Return=154
32379000,CreateFile,hName=C:\Documents,and,Settings\ants\Local,Settings\History\History.IE5\index.dat,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_ALWAYS,Return=154
32381000,CreateFile,hName=C:\Documents,and,Settings\ants\Local,Settings\History\History.IE5\index.dat,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_ALWAYS,Return=154
32381000,CreateFile,hName=C:\Documents,and,Settings\ants\Local,Settings\History\History.IE5\index.dat,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_ALWAYS,Return=154
32766000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Extensible,Cache\MSHist012016040420160405\CacheRepair,Return=0
32766000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Extensible,Cache\MSHist012016040420160405\CachePath,Return=0
32767000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Extensible,Cache\MSHist012016040420160405\CachePrefix,Return=0
32768000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Extensible,Cache\MSHist012016040420160405\CacheLimit,Return=0
32768000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Extensible,Cache\MSHist012016040420160405\CacheOptions,Return=0
32770000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Extensible,Cache\MSHist012016040520160406\CacheRepair,Return=0
32770000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Extensible,Cache\MSHist012016040520160406\CachePath,Return=0
32771000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Extensible,Cache\MSHist012016040520160406\CachePrefix,Return=0
32772000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Extensible,Cache\MSHist012016040520160406\CacheLimit,Return=0
32772000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\Extensible,Cache\MSHist012016040520160406\CacheOptions,Return=0
32792000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet,Settings\DisableWorkerThreadHibernation,Return=2
32792000,RegQueryValue,hKey=f8\DisableWorkerThreadHibernation,Return=2
32792000,RegQueryValue,hKey=f8\DisableReadRange,Return=2
32792000,RegQueryValue,hKey=f8\SocketSendBufferLength,Return=2
32793000,RegQueryValue,hKey=f8\SocketReceiveBufferLength,Return=2
32793000,RegQueryValue,hKey=f8\KeepAliveTimeout,Return=2
32793000,RegQueryValue,hKey=f8\MaxHttpRedirects,Return=2
32793000,RegQueryValue,hKey=f8\MaxConnectionsPerServer,Return=2
32794000,RegQueryValue,hKey=f8\MaxConnectionsPer1_0Server,Return=2
32794000,RegQueryValue,hKey=f8\ServerInfoTimeout,Return=2
32794000,RegQueryValue,hKey=f8\ReceiveTimeOut,Return=2
32794000,RegQueryValue,hKey=f8\DisableNTLMPreAuth,Return=2
32795000,RegQueryValue,hKey=f8\ScavengeCacheLowerBound,Return=2
32795000,RegQueryValue,hKey=f8\CertCacheNoValidate,Return=2
32796000,RegQueryValue,hKey=HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\ScavengeCacheFileLifeTime,Return=2
32799000,RegQueryValue,hKey=HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\ScavengeCacheFileLimit,Return=2
32800000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet,Settings\5.0\Cache\ScavengeCacheFileLimit,Return=2
32828000,RegQueryValue,hKey=f8\HttpDefaultExpiryTimeSecs,Return=2
32828000,RegQueryValue,hKey=f8\FtpDefaultExpiryTimeSecs,Return=2
32829000,RegQueryValue,hKey=f8\GopherDefaultExpiryTimeSecs,Return=2
32829000,RegQueryValue,hKey=f8\DisableCachingOfSSLPages,Return=2
32829000,RegQueryValue,hKey=f8\PerUserCookies,Return=2
32829000,RegQueryValue,hKey=f8\LeashLegacyCookies,Return=2
32830000,RegQueryValue,hKey=f8\DisableNT4RasCheck,Return=2
32831000,RegQueryValue,hKey=HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet,Settings\DialupUseLanSettings,Return=2
32831000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet,Settings\DialupUseLanSettings,Return=2
32832000,RegQueryValue,hKey=f8\SendExtraCRLF,Return=2
